district_code,district_name,gu_name,dong_name,industry,year,quarter,lat,lng,pop_total,households,age_20_30_ratio,age_40_50_ratio,workplace_pop,resident_pop,foot_traffic_daily,foot_traffic_lunch,foot_traffic_dinner,dwell_time_avg,foot_traffic_3yr_growth,card_sales_avg,industry_spend_ratio,avg_ticket_size,competitor_count_100m,competitor_count_500m,openings_1yr,closures_1yr,competitor_density,avg_operating_months,rent_per_m2,vacancy_rate,building_age,transit_passengers_daily,data_quality_score,monthly_revenue_actual,target_monthly_revenue,target_success_label,target_closure_risk
103854,은평구 동1가 상권,은평구,은평구 동1가,미용/뷰티,2022,Q2,37.616288,127.05424,31755,14425,0.2667,0.2821,9144,21683,20492,6984,6663,48.6,0.0933,45097.0,0.335,13927.0,6,38,2,0,0.844,41.5,59903.0,0.0344,29.2,1502,0.983,23800325.0,2380.0,0,0
103855,은평구 동1가 상권,은평구,은평구 동1가,소매/패션,2025,Q3,37.578228,127.031358,23060,10279,0.2962,0.2787,50947,16532,62252,19684,27051,32.1,0.2964,38822.0,0.384,18954.0,5,24,5,2,0.533,33.8,52460.0,0.0468,18.4,36384,0.932,45516017.0,4551.6,1,1
103856,은평구 동1가 상권,은평구,은평구 동1가,카페/디저트,2026,Q4,37.601661,127.137536,21079,10337,0.3911,0.2369,21855,15528,37619,13561,13571,80.3,0.0804,23339.0,0.413,15815.0,7,36,2,2,0.8,29.7,51362.0,0.0644,11.5,59228,0.875,20836287.0,2083.6,0,2
103857,은평구 동1가 상권,은평구,은평구 동1가,음식점/식당,2022,Q3,37.566741,127.136721,14776,7287,0.27,0.2961,5661,12280,14246,3689,5902,76.2,0.352,33167.0,0.262,13263.0,3,28,4,1,0.622,58.2,36409.0,0.0216,9.6,8922,0.989,25079665.0,2508.0,0,1
103858,은평구 동1가 상권,은평구,은평구 동1가,음식점/식당,2023,Q2,37.465739,126.909712,19017,8522,0.3103,0.3554,13164,14555,23268,8481,8083,38.0,0.0925,17137.0,0.255,14354.0,7,38,2,2,0.844,32.4,48507.0,0.0863,8.1,58201,0.986,26208046.0,2620.8,0,2
103859,은평구 동1가 상권,은평구,은평구 동1가,미용/뷰티,2024,Q4,37.535137,126.902142,24263,11509,0.251,0.3003,740,18218,11164,2777,4881,84.9,-0.0554,29964.0,0.245,9436.0,4,20,2,0,0.444,64.2,64567.0,0.0116,8.6,67681,0.883,8523789.0,852.4,0,0
103860,은평구 동1가 상권,은평구,은평구 동1가,소매/패션,2025,Q2,37.45428,127.081023,20030,8498,0.3622,0.3629,1117,14857,9785,3206,4124,77.6,-0.0611,28501.0,0.213,9438.0,2,20,1,2,0.444,36.6,57005.0,0.01,24.9,8103,0.896,18686383.0,1868.6,0,2
103861,은평구 동1가 상권,은평구,은평구 동1가,병의원/클리닉,2026,Q4,37.520801,126.954144,14341,6609,0.2747,0.2801,5801,9803,11108,3265,4646,41.2,-0.1377,40268.0,0.406,25238.0,6,45,2,1,1.0,32.8,88662.0,0.0928,36.4,65237,0.982,23489533.0,2349.0,0,2
103862,은평구 동1가 상권,은평구,은평구 동1가,카페/디저트,2025,Q2,37.516018,126.944848,32056,15762,0.3527,0.2942,4220,27668,21527,5713,8990,41.4,-0.0691,23460.0,0.314,9180.0,6,49,4,1,1.089,42.4,41793.0,0.0111,26.8,60070,0.928,23409517.0,2341.0,0,1
103863,은평구 동1가 상권,은평구,은평구 동1가,카페/디저트,2023,Q3,37.558647,127.027558,18975,8594,0.3921,0.3196,1138,15476,10561,2543,4523,45.7,0.0077,28240.0,0.256,12137.0,4,20,3,2,0.444,31.6,48299.0,0.0511,36.3,92142,0.953,11980251.0,1198.0,0,2
103864,은평구 동1가 상권,은평구,은평구 동1가,카페/디저트,2022,Q2,37.628601,126.893493,36181,14763,0.3189,0.3067,3253,23940,17068,4696,6133,26.0,0.0982,21660.0,0.412,14240.0,5,24,5,4,0.533,44.5,60677.0,0.0578,20.8,43567,0.857,12013731.0,1201.4,0,2
103865,은평구 동2가 상권,은평구,은평구 동2가,병의원/클리닉,2022,Q3,37.633694,127.035074,28425,11310,0.3105,0.3185,21952,19699,42484,13158,14628,59.1,0.2245,23426.0,0.376,18417.0,4,41,5,1,0.911,38.6,36371.0,0.0431,8.3,12261,0.857,58955418.0,5895.5,1,0
103866,은평구 동2가 상권,은평구,은평구 동2가,소매/패션,2025,Q4,37.643179,127.123881,16804,7491,0.3827,0.2483,10298,12164,20050,5570,7865,70.8,-0.035,41127.0,0.413,10263.0,7,35,5,1,0.778,22.2,23640.0,0.0743,24.8,52471,0.974,12502733.0,1250.3,0,2
103867,은평구 동2가 상권,은평구,은평구 동2가,소매/패션,2024,Q1,37.457624,126.865015,19918,8184,0.2418,0.3543,9323,14167,13146,3775,3915,59.4,-0.1096,28508.0,0.372,20243.0,5,48,1,2,1.067,42.9,33335.0,0.0321,19.2,57635,0.949,11495349.0,1149.5,0,2
103868,은평구 동2가 상권,은평구,은평구 동2가,음식점/식당,2024,Q2,37.568552,127.012488,26642,10923,0.2367,0.2436,1805,18563,13289,3358,4539,73.8,0.2018,10670.0,0.255,12690.0,4,30,3,1,0.667,58.3,36132.0,0.0394,29.5,58818,0.933,12476453.0,1247.6,0,2
103869,은평구 동2가 상권,은평구,은평구 동2가,병의원/클리닉,2025,Q4,37.463061,126.86694,34322,15515,0.3848,0.327,11694,27019,31301,9671,13662,48.3,-0.0929,36298.0,0.349,13835.0,1,10,2,5,0.222,2.7,15000.0,0.0673,14.6,23089,0.86,40864648.0,4086.5,0,2
103870,은평구 동2가 상권,은평구,은평구 동2가,미용/뷰티,2023,Q2,37.568813,127.051366,31404,12228,0.3732,0.3111,7655,20539,26115,5933,9992,57.7,0.0684,30329.0,0.379,10825.0,6,38,5,2,0.844,66.1,30376.0,0.0612,13.6,1460,0.964,12409947.0,1241.0,0,2
103871,은평구 동2가 상권,은평구,은평구 동2가,카페/디저트,2026,Q2,37.497011,126.954102,14582,5924,0.2829,0.297,40623,11770,57270,18654,20888,59.6,0.3478,21721.0,0.194,17851.0,4,23,3,3,0.511,52.9,49979.0,0.1153,26.3,31289,0.863,37514103.0,3751.4,1,2
103872,은평구 동2가 상권,은평구,은평구 동2가,미용/뷰티,2022,Q2,37.455545,127.011966,33387,14921,0.2211,0.3464,4936,26203,18758,6136,6808,27.1,-0.0882,25980.0,0.207,23760.0,5,30,6,0,0.667,40.7,74746.0,0.0483,3.6,18679,0.955,8801463.0,880.1,0,1
103873,은평구 동2가 상권,은평구,은평구 동2가,카페/디저트,2022,Q2,37.538254,126.868582,17735,8685,0.363,0.3011,58715,14206,112529,29136,33937,75.2,0.0111,32463.0,0.206,13884.0,8,46,2,2,1.022,35.6,38945.0,0.0222,34.0,38366,0.909,64509704.0,6451.0,1,0
103874,은평구 동2가 상권,은평구,은평구 동2가,미용/뷰티,2023,Q2,37.463749,127.008048,13609,6150,0.3606,0.4143,25035,9212,37100,9619,10871,73.2,-0.0281,35478.0,0.418,22927.0,6,47,3,2,1.044,65.5,74556.0,0.0316,2.1,5069,0.99,31757225.0,3175.7,0,2
103875,은평구 동2가 상권,은평구,은평구 동2가,병의원/클리닉,2026,Q3,37.506425,126.97019,17748,8074,0.3015,0.1929,11693,14737,23476,6904,7361,40.5,0.1642,28200.0,0.412,25323.0,3,20,3,3,0.444,24.6,36481.0,0.0482,4.9,12072,0.942,36378768.0,3637.9,0,2
103876,은평구 동2가 상권,은평구,은평구 동2가,병의원/클리닉,2026,Q3,37.53837,126.910204,27360,12958,0.2948,0.3921,2316,20540,14653,3939,5551,82.6,0.009,55906.0,0.369,22260.0,9,91,2,2,2.022,50.9,46364.0,0.0688,24.0,13375,0.873,21137579.0,2113.8,0,2
103877,은평구 동3가 상권,은평구,은평구 동3가,카페/디저트,2024,Q4,37.469614,126.924517,24257,11763,0.3565,0.2581,21695,17972,36792,9794,10547,61.3,-0.0612,27211.0,0.406,22320.0,5,44,2,1,0.978,38.1,37666.0,0.0365,28.3,27361,0.859,22331878.0,2233.2,0,1
103878,은평구 동3가 상권,은평구,은평구 동3가,음식점/식당,2025,Q4,37.481447,127.113759,21817,9504,0.238,0.2517,3216,16017,11216,3759,3365,34.6,0.0233,22163.0,0.318,14477.0,6,63,3,2,1.4,19.6,45279.0,0.0637,30.0,34669,0.945,15673966.0,1567.4,0,2
103879,은평구 동3가 상권,은평구,은평구 동3가,소매/패션,2026,Q2,37.466318,126.94031,10592,4415,0.4367,0.2986,27572,7653,18319,6555,5467,62.1,-0.1291,23507.0,0.343,12333.0,7,42,2,2,0.933,49.1,62138.0,0.0178,25.1,4242,0.892,26598008.0,2659.8,0,2
103880,은평구 동3가 상권,은평구,은평구 동3가,소매/패션,2023,Q2,37.570079,127.098703,35755,14169,0.3084,0.3369,6796,23861,22298,6139,9189,33.5,0.0353,40572.0,0.271,19652.0,3,30,1,0,0.667,51.5,55258.0,0.01,7.0,30388,0.887,12053693.0,1205.4,0,0
103881,은평구 동3가 상권,은평구,은평구 동3가,병의원/클리닉,2022,Q2,37.523753,127.121302,18913,9252,0.229,0.2907,27947,14286,36838,9754,12087,64.4,-0.0499,34413.0,0.27,33532.0,6,47,5,3,1.044,51.6,30868.0,0.0502,27.8,1757,0.893,59820098.0,5982.0,1,2
103882,은평구 동3가 상권,은평구,은평구 동3가,음식점/식당,2023,Q2,37.476039,127.084098,27016,11910,0.26,0.3538,547,21162,12812,4172,4044,50.0,0.0413,10258.0,0.296,14437.0,9,56,3,2,1.244,36.5,71494.0,0.0773,26.7,39512,0.85,15463909.0,1546.4,0,2
103883,은평구 동3가 상권,은평구,은평구 동3가,카페/디저트,2022,Q1,37.548548,126.899387,16719,6841,0.2745,0.2336,35601,10894,36628,9641,14149,79.6,-0.0928,20908.0,0.184,16907.0,5,24,2,1,0.533,58.6,53041.0,0.0527,23.0,56744,0.914,36562615.0,3656.3,0,1
103884,은평구 동3가 상권,은평구,은평구 동3가,미용/뷰티,2026,Q3,37.551942,126.940374,14325,6564,0.3576,0.2547,32796,10226,31224,9608,9308,49.3,0.3946,24854.0,0.404,14612.0,7,51,2,3,1.133,52.7,15000.0,0.0581,15.6,7084,0.899,28862585.0,2886.3,0,2
103885,은평구 동3가 상권,은평구,은평구 동3가,병의원/클리닉,2022,Q4,37.484716,126.881335,30425,13342,0.3254,0.2325,3154,20963,13509,5046,4806,38.3,-0.0046,29769.0,0.403,7737.0,5,48,2,3,1.067,57.9,47796.0,0.0589,17.2,9971,0.857,18221512.0,1822.2,0,2
103886,은평구 동3가 상권,은평구,은평구 동3가,미용/뷰티,2022,Q4,37.542914,126.981313,22397,11065,0.373,0.284,6614,15102,12223,3455,5268,30.2,0.0811,20675.0,0.186,18241.0,7,74,2,3,1.644,42.1,57067.0,0.0252,9.1,23676,0.965,19102315.0,1910.2,0,2
103887,은평구 동3가 상권,은평구,은평구 동3가,소매/패션,2024,Q3,37.538031,126.998726,34754,15749,0.348,0.2419,18591,27438,26071,8635,10554,73.0,0.2038,32567.0,0.244,9922.0,3,25,7,2,0.556,67.8,92117.0,0.0578,33.0,59679,0.968,28863714.0,2886.4,0,2
103888,은평구 동3가 상권,은평구,은평구 동3가,음식점/식당,2025,Q4,37.57476,126.916594,18287,7445,0.4479,0.233,8553,15444,23933,8179,9575,82.6,0.1097,17625.0,0.359,15969.0,4,20,3,3,0.444,24.0,53532.0,0.0618,6.9,12995,0.863,27383653.0,2738.4,0,2
103889,은평구 동4가 상권,은평구,은평구 동4가,소매/패션,2026,Q1,37.459929,126.934752,25892,11637,0.3294,0.3493,860,20965,12611,2988,4553,30.2,0.1866,34564.0,0.385,11053.0,4,41,3,2,0.911,33.1,36405.0,0.0286,13.4,16871,0.865,14838255.0,1483.8,0,2
103890,은평구 동4가 상권,은평구,은평구 동4가,병의원/클리닉,2023,Q4,37.568631,127.030189,33147,15790,0.3194,0.2238,514,24476,14661,4231,4734,52.4,-0.158,24274.0,0.208,12498.0,8,84,2,0,1.867,29.8,59323.0,0.0309,33.3,9675,0.871,19446910.0,1944.7,0,1
103891,은평구 동4가 상권,은평구,은평구 동4가,병의원/클리닉,2026,Q4,37.622861,127.009524,30015,11925,0.12,0.3119,774,21240,13190,4683,4350,27.3,-0.3271,33786.0,0.38,23052.0,3,20,6,0,0.444,65.4,15000.0,0.0855,27.4,50683,0.94,23776296.0,2377.6,0,1
103892,은평구 동4가 상권,은평구,은평구 동4가,미용/뷰티,2022,Q2,37.520255,127.143543,27241,12206,0.2546,0.2421,3680,20782,17497,6561,5286,81.5,0.1379,30458.0,0.336,13505.0,3,20,2,4,0.444,21.0,48305.0,0.0794,23.0,10817,0.872,8783897.0,878.4,0,2
103893,은평구 동4가 상권,은평구,은평구 동4가,미용/뷰티,2023,Q1,37.51368,127.01201,19920,9094,0.3154,0.3875,2091,16219,10711,3988,4681,59.1,0.1967,23497.0,0.397,13773.0,5,40,3,1,0.889,53.8,45594.0,0.0448,3.4,15903,0.976,11661336.0,1166.1,0,2
103894,은평구 동4가 상권,은평구,은평구 동4가,미용/뷰티,2026,Q3,37.47718,126.915032,16373,6784,0.2877,0.2536,2648,13196,12517,3895,4934,72.4,0.0561,31528.0,0.198,18418.0,5,28,4,2,0.622,38.7,32840.0,0.0543,34.1,21802,0.876,13046886.0,1304.7,0,2
103895,은평구 동4가 상권,은평구,은평구 동4가,병의원/클리닉,2024,Q2,37.524697,126.878792,11511,4762,0.3677,0.2776,11593,7549,20425,5427,7547,25.0,-0.0365,32948.0,0.298,20406.0,7,52,4,2,1.156,22.3,55429.0,0.0253,3.5,21189,0.923,42545701.0,4254.6,0,2
103896,은평구 동4가 상권,은평구,은평구 동4가,음식점/식당,2023,Q4,37.643127,127.064182,29043,12504,0.371,0.3021,2024,19951,12894,2977,5235,22.1,-0.0504,53199.0,0.304,14874.0,4,27,1,3,0.6,42.2,43166.0,0.0197,5.8,47236,0.958,12333080.0,1233.3,0,2
103897,은평구 동4가 상권,은평구,은평구 동4가,음식점/식당,2023,Q4,37.614975,127.079809,21304,10436,0.345,0.3797,26391,14496,31204,7179,10662,78.7,-0.243,37565.0,0.265,20367.0,11,78,3,3,1.733,50.3,18492.0,0.0763,5.7,9867,0.88,22465306.0,2246.5,0,2
103898,은평구 동4가 상권,은평구,은평구 동4가,카페/디저트,2023,Q4,37.504803,126.862594,16178,7398,0.3373,0.2848,5943,12732,14396,5040,5819,46.2,-0.0454,33418.0,0.297,19713.0,5,52,4,2,1.156,37.9,22980.0,0.0762,37.3,93103,0.872,9999501.0,1000.0,0,2
103899,은평구 동4가 상권,은평구,은평구 동4가,음식점/식당,2023,Q4,37.59228,126.890995,17826,8144,0.2991,0.4185,15470,12673,19978,5127,7206,55.2,0.1717,27570.0,0.415,12171.0,7,42,0,3,0.933,33.6,26856.0,0.0135,10.5,16064,0.874,11273753.0,1127.4,0,2
103900,은평구 동4가 상권,은평구,은평구 동4가,병의원/클리닉,2026,Q1,37.641218,126.855985,21628,9245,0.4485,0.2886,4914,16190,18077,5295,7008,36.1,-0.1092,38533.0,0.153,19403.0,6,37,5,2,0.822,62.6,35758.0,0.0638,4.2,11218,0.942,27979578.0,2798.0,0,2
103901,은평구 동5가 상권,은평구,은평구 동5가,미용/뷰티,2022,Q3,37.502762,127.013643,28448,12466,0.3098,0.1873,33264,23013,57379,20935,23743,84.4,-0.0575,20189.0,0.348,4884.0,5,52,2,2,1.156,43.1,46823.0,0.012,21.6,43393,0.97,39931973.0,3993.2,0,1
103902,은평구 동5가 상권,은평구,은평구 동5가,미용/뷰티,2022,Q3,37.474626,126.895629,29657,13533,0.2522,0.287,28859,25367,48739,12479,14229,42.8,0.1665,34949.0,0.198,17682.0,2,10,1,3,0.222,25.3,39226.0,0.0836,35.8,19588,0.914,24151938.0,2415.2,0,2
103903,은평구 동5가 상권,은평구,은평구 동5가,병의원/클리닉,2023,Q3,37.487622,126.905861,24994,10478,0.3338,0.352,9407,20689,29884,7627,11271,70.6,0.1303,31850.0,0.31,17907.0,8,51,5,2,1.133,20.4,49155.0,0.0183,19.9,94035,0.924,45765436.0,4576.5,1,1
103904,은평구 동5가 상권,은평구,은평구 동5가,병의원/클리닉,2025,Q4,37.528628,126.886709,28597,12660,0.238,0.3572,35297,21188,64452,15418,27930,38.2,0.0547,43705.0,0.176,25891.0,4,34,4,2,0.756,8.3,56848.0,0.0588,19.4,1943,0.901,82855329.0,8285.5,1,0
103905,은평구 동5가 상권,은평구,은평구 동5가,음식점/식당,2026,Q2,37.488983,126.905288,25470,11171,0.2761,0.3351,12033,17353,15612,3971,5359,29.6,0.0456,23802.0,0.169,14654.0,4,26,3,3,0.578,9.6,59127.0,0.0166,13.8,63946,0.894,32588404.0,3258.8,0,2
103906,은평구 동5가 상권,은평구,은평구 동5가,병의원/클리닉,2024,Q4,37.52123,127.100749,18989,8137,0.319,0.2273,7828,13499,17646,5910,7153,23.1,0.1207,18661.0,0.405,23111.0,4,22,3,2,0.489,31.4,30948.0,0.0777,25.6,2553,0.864,38797283.0,3879.7,0,2
103907,은평구 동5가 상권,은평구,은평구 동5가,소매/패션,2022,Q4,37.51129,126.854274,13590,6256,0.3688,0.3145,2025,9590,7696,2649,2464,32.8,-0.0845,35826.0,0.2,11125.0,9,41,1,0,0.911,22.4,44181.0,0.0598,25.7,15259,0.883,8623955.0,862.4,0,1
103908,은평구 동5가 상권,은평구,은평구 동5가,음식점/식당,2023,Q3,37.569096,126.916324,17777,7019,0.2443,0.3789,2416,13037,8892,3154,2854,23.1,0.047,10775.0,0.323,13658.0,3,21,5,1,0.467,7.0,49649.0,0.0395,23.9,10309,0.887,15748575.0,1574.9,0,1
103909,은평구 동5가 상권,은평구,은평구 동5가,미용/뷰티,2023,Q3,37.607195,127.015957,25022,9775,0.2876,0.3127,8148,19540,27296,7670,10047,70.5,0.129,19380.0,0.27,17860.0,1,4,4,2,0.089,58.7,51897.0,0.0341,7.6,12428,0.883,21281122.0,2128.1,0,2
103910,은평구 동5가 상권,은평구,은평구 동5가,병의원/클리닉,2022,Q3,37.565378,126.969782,13727,5492,0.2966,0.3604,7717,10102,21711,7982,6603,21.2,0.0388,14482.0,0.392,24689.0,3,14,3,3,0.311,1.4,35243.0,0.01,17.8,4962,0.973,51454026.0,5145.4,1,1
103911,은평구 동5가 상권,은평구,은평구 동5가,카페/디저트,2025,Q2,37.629972,126.937433,15402,5977,0.3803,0.3513,2873,10371,7828,2887,2642,71.9,0.0309,13372.0,0.365,14423.0,2,19,1,2,0.422,19.6,29589.0,0.0539,21.5,41265,0.874,21953483.0,2195.3,0,2
103912,은평구 동5가 상권,은평구,은평구 동5가,미용/뷰티,2024,Q4,37.475683,127.023524,30315,12148,0.3486,0.3525,7095,20912,20551,7052,7281,74.9,-0.1982,35869.0,0.329,15225.0,9,97,6,2,2.156,55.3,64432.0,0.0256,23.0,33268,0.954,20255334.0,2025.5,0,2
103913,은평구 동6가 상권,은평구,은평구 동6가,카페/디저트,2025,Q1,37.530356,126.986594,15554,7708,0.3252,0.2528,11644,12472,21351,4751,7926,60.3,0.0104,55432.0,0.412,15334.0,7,40,0,2,0.889,50.3,63235.0,0.01,21.9,25163,0.855,21698447.0,2169.8,0,2
103914,은평구 동6가 상권,은평구,은평구 동6가,소매/패션,2025,Q4,37.570347,127.145874,14625,6461,0.2613,0.2933,18784,12013,19949,6796,8315,78.9,0.1156,29229.0,0.357,12285.0,5,31,2,4,0.689,25.0,55109.0,0.0368,5.0,33843,0.852,16695571.0,1669.6,0,2
103915,은평구 동6가 상권,은평구,은평구 동6가,카페/디저트,2026,Q3,37.48091,127.120721,17181,7550,0.3376,0.1932,23927,14662,55083,17646,19032,43.7,0.0127,31938.0,0.27,6732.0,4,28,3,1,0.622,28.3,28648.0,0.064,37.8,29723,0.972,35721874.0,3572.2,0,1
103916,은평구 동6가 상권,은평구,은평구 동6가,음식점/식당,2023,Q2,37.543207,126.987025,20665,9016,0.3376,0.2999,4455,17159,18084,4427,5150,68.1,0.0579,23276.0,0.307,11907.0,7,50,1,3,1.111,29.1,15296.0,0.0148,35.2,52331,0.962,15292390.0,1529.2,0,2
103917,은평구 동6가 상권,은평구,은평구 동6가,카페/디저트,2022,Q2,37.462842,127.048304,28302,11992,0.287,0.2527,14661,22377,28431,8568,9666,55.4,-0.027,49049.0,0.263,6924.0,7,29,2,2,0.644,46.6,19544.0,0.0365,23.7,116305,0.855,21815140.0,2181.5,0,2
103918,은평구 동6가 상권,은평구,은평구 동6가,소매/패션,2025,Q1,37.485939,126.864479,27311,10832,0.258,0.2101,6908,23326,20892,7285,7330,34.6,-0.0543,44314.0,0.285,15259.0,5,48,4,4,1.067,45.1,62271.0,0.0379,24.6,8579,0.879,22291400.0,2229.1,0,2
103919,은평구 동6가 상권,은평구,은평구 동6가,미용/뷰티,2026,Q3,37.51776,127.069561,10167,4411,0.394,0.3105,11179,7126,13854,3083,5256,59.7,0.1344,29996.0,0.374,18319.0,3,19,6,4,0.422,34.1,54647.0,0.0409,30.1,43557,0.889,19464626.0,1946.5,0,2
103920,은평구 동6가 상권,은평구,은평구 동6가,음식점/식당,2022,Q3,37.494494,126.975113,29658,14154,0.2921,0.2458,42580,22990,36457,12575,11052,67.1,0.1157,24311.0,0.311,17717.0,3,15,4,1,0.333,26.7,51957.0,0.0713,23.0,28376,0.865,45384968.0,4538.5,1,1
103921,은평구 동6가 상권,은평구,은평구 동6가,카페/디저트,2026,Q3,37.467019,126.88392,25428,10102,0.4923,0.3684,34198,20965,29709,11198,12136,66.7,0.2715,48276.0,0.207,13618.0,4,33,2,5,0.733,55.3,15000.0,0.0209,29.9,55010,0.865,30028409.0,3002.8,0,2
103922,은평구 동6가 상권,은평구,은평구 동6가,미용/뷰티,2022,Q3,37.625784,127.129822,24454,10264,0.12,0.3209,1208,19936,13354,4116,4884,25.4,0.168,31033.0,0.244,13348.0,1,6,0,4,0.133,18.4,35779.0,0.0389,23.8,69823,0.874,8000000.0,800.0,0,2
103923,은평구 동6가 상권,은평구,은평구 동6가,카페/디저트,2022,Q4,37.451524,126.930994,20017,9884,0.428,0.2673,5525,15158,14862,5489,4477,52.8,0.0351,19042.0,0.325,13641.0,3,25,3,2,0.556,18.1,32646.0,0.0332,14.2,37086,0.932,14510288.0,1451.0,0,2
103924,은평구 동6가 상권,은평구,은평구 동6가,미용/뷰티,2025,Q2,37.525359,127.008143,10677,4738,0.2326,0.3164,7814,7480,12797,3618,4470,83.1,0.0725,19704.0,0.42,17824.0,7,44,5,1,0.978,53.3,17812.0,0.0488,7.4,43710,0.9,15260365.0,1526.0,0,2
103925,은평구 동7가 상권,은평구,은평구 동7가,소매/패션,2023,Q2,37.497032,127.089465,25590,11934,0.4125,0.2704,3077,20384,17920,5697,5566,32.9,-0.0446,14511.0,0.374,12695.0,4,25,2,1,0.556,46.9,31093.0,0.099,29.3,17721,0.941,14793283.0,1479.3,0,2
103926,은평구 동7가 상권,은평구,은평구 동7가,음식점/식당,2025,Q4,37.625447,127.088442,6915,2965,0.1662,0.3388,14959,5191,33947,9602,10633,67.7,-0.0487,50322.0,0.341,21434.0,1,5,2,2,0.111,35.4,77297.0,0.0431,5.6,126759,0.887,38219523.0,3822.0,0,1
103927,은평구 동7가 상권,은평구,은평구 동7가,병의원/클리닉,2024,Q2,37.451137,127.137842,21923,10733,0.3633,0.4385,5301,14964,19274,4482,7288,77.9,-0.0448,25828.0,0.357,25776.0,1,8,2,2,0.178,40.8,58168.0,0.0433,3.0,3556,0.856,44809787.0,4481.0,0,1
103928,은평구 동7가 상권,은평구,은평구 동7가,음식점/식당,2024,Q1,37.647866,126.869086,20079,8635,0.2307,0.3051,616,13473,8498,2505,2728,28.3,-0.0964,34361.0,0.193,14048.0,3,31,4,1,0.689,57.1,62821.0,0.0113,25.1,254,0.9,9202353.0,920.2,0,1
103929,은평구 동7가 상권,은평구,은평구 동7가,미용/뷰티,2023,Q2,37.510154,127.066287,17314,6968,0.213,0.2485,9696,12623,17345,6177,5781,53.1,0.1505,6979.0,0.179,18851.0,8,43,3,2,0.956,59.0,83758.0,0.0477,27.2,36344,0.873,20664161.0,2066.4,0,2
103930,은평구 동7가 상권,은평구,은평구 동7가,병의원/클리닉,2026,Q1,37.569113,127.078069,33767,13864,0.2916,0.3627,16267,27104,25744,6490,7939,67.6,0.0971,35533.0,0.368,15758.0,8,77,2,2,1.711,28.3,36138.0,0.0811,28.3,29606,0.916,42607616.0,4260.8,0,2
103931,은평구 동7가 상권,은평구,은평구 동7가,병의원/클리닉,2026,Q1,37.465945,127.084302,24085,11182,0.348,0.2238,37519,17869,75558,22148,24252,69.7,-0.1433,38380.0,0.418,16602.0,7,61,4,1,1.356,28.9,63574.0,0.078,29.7,40557,0.981,90074809.0,9007.5,1,0
103932,은평구 동7가 상권,은평구,은평구 동7가,병의원/클리닉,2024,Q2,37.476895,126.93384,20593,9473,0.3891,0.324,7167,15008,14937,5136,4188,37.7,0.2262,51624.0,0.185,20204.0,7,44,2,1,0.978,40.6,29643.0,0.0582,2.5,165,0.967,36248616.0,3624.9,0,1
103933,은평구 동7가 상권,은평구,은평구 동7가,음식점/식당,2024,Q3,37.633665,126.973759,23666,11463,0.2666,0.3074,45113,15791,95483,29989,32032,48.7,0.0491,46496.0,0.25,13943.0,9,95,3,2,2.111,13.5,59535.0,0.0823,15.9,9646,0.918,59774273.0,5977.4,1,2
103934,은평구 동7가 상권,은평구,은평구 동7가,음식점/식당,2026,Q3,37.562123,126.859946,25546,10627,0.2774,0.3813,4037,17373,16819,3745,7307,39.0,0.0381,34808.0,0.269,12610.0,3,32,2,1,0.711,23.5,74020.0,0.01,6.9,86371,0.96,19938036.0,1993.8,0,1
103935,은평구 동7가 상권,은평구,은평구 동7가,미용/뷰티,2022,Q2,37.625127,126.875143,18445,8770,0.2473,0.2215,4103,14920,13087,4910,5619,66.6,-0.0001,23838.0,0.393,13352.0,7,32,3,0,0.711,50.2,54502.0,0.0672,12.7,132008,0.903,8000000.0,800.0,0,1
103936,은평구 동7가 상권,은평구,은평구 동7가,카페/디저트,2025,Q2,37.468039,127.137089,17530,7137,0.334,0.2638,29826,14411,64317,17232,26739,82.0,-0.076,23521.0,0.323,18111.0,0,0,0,2,0.0,34.1,42590.0,0.0863,19.8,10559,0.878,45232051.0,4523.2,0,2
103937,은평구 동8가 상권,은평구,은평구 동8가,소매/패션,2025,Q2,37.592522,127.11348,21424,9488,0.4797,0.3229,3345,14714,11630,2845,5057,31.0,0.0305,13846.0,0.152,20563.0,2,20,3,1,0.444,48.7,29574.0,0.0182,26.1,8377,0.987,17453949.0,1745.4,0,1
103938,은평구 동8가 상권,은평구,은평구 동8가,병의원/클리닉,2023,Q4,37.568571,127.081766,25907,12683,0.43,0.3685,1513,20743,12943,3837,3755,22.4,-0.066,26033.0,0.223,26203.0,5,47,0,3,1.044,32.8,80386.0,0.0494,31.2,29190,0.97,49418263.0,4941.8,0,2
103939,은평구 동8가 상권,은평구,은평구 동8가,소매/패션,2024,Q4,37.485295,126.92908,25905,10801,0.4211,0.3344,5279,18801,21166,7990,6763,22.5,0.1359,27398.0,0.404,18798.0,2,17,3,1,0.378,59.0,39452.0,0.0198,17.5,39952,0.931,18967285.0,1896.7,0,1
103940,은평구 동8가 상권,은평구,은평구 동8가,미용/뷰티,2024,Q4,37.504516,126.890752,40657,18924,0.2178,0.15,2432,27576,17925,4106,5464,64.9,0.0679,44776.0,0.27,10961.0,12,114,1,4,2.533,23.6,45564.0,0.0383,26.0,45366,0.875,12859963.0,1286.0,0,2
